Date,volume,today,lag1,lag2,lag3,lag4,lag5
2016-01-04,119844300.0,-0.04277845278093906,-0.010785301644032907,0.019357164550881656,-0.006872853154957115,0.0,0.022775797687998978
2016-01-05,84894800.0,0.0025924377334094473,-0.04277845278093906,-0.010785301644032907,0.019357164550881656,-0.006872853154957115,0.0
2016-01-06,90465700.0,-0.009319025193134878,0.0025924377334094473,-0.04277845278093906,-0.010785301644032907,0.019357164550881656,-0.006872853154957115
2016-01-07,128029000.0,-0.02292632408713169,-0.009319025193134878,0.0025924377334094473,-0.04277845278093906,-0.010785301644032907,0.019357164550881656
2016-01-08,98631100.0,-0.013077327826894747,-0.02292632408713169,-0.009319025193134878,0.0025924377334094473,-0.04277845278093906,-0.010785301644032907
2016-01-11,92547600.0,-0.0024640769213364333,-0.013077327826894747,-0.02292632408713169,-0.009319025193134878,0.0025924377334094473,-0.04277845278093906
2016-01-12,99681300.0,0.01632144808040925,-0.0024640769213364333,-0.013077327826894747,-0.02292632408713169,-0.009319025193134878,0.0025924377334094473
2016-01-13,93643400.0,-0.0024505432179254827,0.01632144808040925,-0.0024640769213364333,-0.013077327826894747,-0.02292632408713169,-0.009319025193134878
2016-01-14,137020800.0,-0.016741334836492983,-0.0024505432179254827,0.01632144808040925,-0.0024640769213364333,-0.013077327826894747,-0.02292632408713169
2016-01-15,142005800.0,-0.025416129856839165,-0.016741334836492983,-0.0024505432179254827,0.01632144808040925,-0.0024640769213364333,-0.013077327826894747
2016-01-18,91275200.0,-0.0024535631942019798,-0.025416129856839165,-0.016741334836492983,-0.0024505432179254827,0.01632144808040925,-0.0024640769213364333
2016-01-19,102829600.0,0.014950913724308457,-0.0024535631942019798,-0.025416129856839165,-0.016741334836492983,-0.0024505432179254827,0.01632144808040925
2016-01-20,138206200.0,-0.028204096775624743,0.014950913724308457,-0.0024535631942019798,-0.025416129856839165,-0.016741334836492983,-0.0024505432179254827
2016-01-21,147730300.0,0.01943436022259104,-0.028204096775624743,0.014950913724308457,-0.0024535631942019798,-0.025416129856839165,-0.016741334836492983
2016-01-22,127518300.0,0.019920256596133834,0.01943436022259104,-0.028204096775624743,0.014950913724308457,-0.0024535631942019798,-0.025416129856839165
2016-01-25,94406900.0,-0.0029421244648402123,0.019920256596133834,0.01943436022259104,-0.028204096775624743,0.014950913724308457,-0.0024535631942019798
2016-01-26,113632600.0,0.008894645781155175,-0.0029421244648402123,0.019920256596133834,0.01943436022259104,-0.028204096775624743,0.014950913724308457
2016-01-27,91926100.0,0.005911818278995229,0.008894645781155175,-0.0029421244648402123,0.019920256596133834,0.01943436022259104,-0.028204096775624743
2016-01-28,117743700.0,-0.02441401233484819,0.005911818278995229,0.008894645781155175,-0.0029421244648402123,0.019920256596133834,0.01943436022259104
2016-01-29,117174600.0,0.016444735778739394,-0.02441401233484819,0.005911818278995229,0.008894645781155175,-0.0029421244648402123,0.019920256596133834
2016-02-01,92729400.0,-0.004105941610648256,0.016444735778739394,-0.02441401233484819,0.005911818278995229,0.008894645781155175,-0.0029421244648402123
